Match Number,Round Number,Date,Location,Home Team,Away Team,Result
78,9,09/05/2026 09:10,TIO Stadium,Gold Coast SUNS,St Kilda,89 - 60
79,9,09/05/2026 09:35,MCG,Geelong Cats,Collingwood,122 - 68
80,9,10/05/2026 03:10,Marvel Stadium,Melbourne,West Coast Eagles,99 - 67
81,9,10/05/2026 05:15,MCG,Richmond,Adelaide Crows,61 - 98
82,10,14/05/2026 09:30,Gabba,Brisbane Lions,Geelong Cats,76 - 117
83,10,15/05/2026 09:30,SCG,Sydney Swans,Collingwood,81 - 75
84,10,15/05/2026 10:10,TIO Stadium,Gold Coast SUNS,Port Adelaide,98 - 73
85,10,16/05/2026 03:15,Adelaide Oval,Adelaide Crows,North Melbourne,133 - 65
86,10,16/05/2026 06:15,MCG,Melbourne,Hawthorn,120 - 81
87,10,16/05/2026 09:35,Marvel Stadium,Carlton,Western Bulldogs,74 - 62
88,10,17/05/2026 03:10,MCG,Essendon,Fremantle,61 - 104
89,10,17/05/2026 05:15,Marvel Stadium,St Kilda,Richmond,109 - 73
90,10,17/05/2026 08:15,Optus Stadium,West Coast Eagles,GWS GIANTS,88 - 71
91,11,21/05/2026 09:30,UTAS Stadium,Hawthorn,Adelaide Crows,75 - 66
92,11,22/05/2026 09:45,MCG,Richmond,Essendon,74 - 56
93,11,22/05/2026 10:30,Optus Stadium,Fremantle,St Kilda,104 - 74
94,11,23/05/2026 03:15,Marvel Stadium,North Melbourne,Gold Coast SUNS,111 - 105
95,11,23/05/2026 06:15,GMHBA Stadium,Geelong Cats,Sydney Swans,107 - 80
96,11,23/05/2026 06:35,MCG,Collingwood,West Coast Eagles,92 - 82
97,11,23/05/2026 09:35,Adelaide Oval,Port Adelaide,Carlton,58 - 92
98,11,24/05/2026 02:30,ENGIE Stadium,GWS GIANTS,Brisbane Lions,166 - 88
99,11,24/05/2026 05:15,Marvel Stadium,Western Bulldogs,Melbourne,93 - 90
100,12,28/05/2026 09:30,Marvel Stadium,St Kilda,Hawthorn,67 - 119
101,12,29/05/2026 09:40,MCG,Carlton,Geelong Cats,88 - 84
102,12,30/05/2026 03:15,SCG,Sydney Swans,Richmond,170 - 56
103,12,30/05/2026 06:15,Gabba,Brisbane Lions,Fremantle,78 - 103
104,12,30/05/2026 09:35,Marvel Stadium,Western Bulldogs,Collingwood,97 - 93
105,12,31/05/2026 05:15,TIO Traeger Park,Melbourne,GWS GIANTS,70 - 119
106,12,31/05/2026 09:20,Optus Stadium,West Coast Eagles,Essendon,85 - 55
107,13,04/06/2026 09:30,Adelaide Oval,Adelaide Crows,Geelong Cats,
108,13,05/06/2026 09:40,MCG,Hawthorn,Western Bulldogs,
109,13,06/06/2026 04:15,Hands Oval,North Melbourne,Fremantle,
110,13,06/06/2026 07:15,People First Stadium,Gold Coast SUNS,Brisbane Lions,
111,13,06/06/2026 10:15,Optus Stadium,West Coast Eagles,Port Adelaide,
112,13,07/06/2026 05:15,SCG,Sydney Swans,St Kilda,
113,13,07/06/2026 09:20,MCG,Essendon,Carlton,
114,13,08/06/2026 05:15,MCG,Collingwood,Melbourne,
115,14,11/06/2026 09:30,Marvel Stadium,Western Bulldogs,Adelaide Crows,
116,14,12/06/2026 09:40,GMHBA Stadium,Geelong Cats,Gold Coast SUNS,
117,14,13/06/2026 03:15,MCG,Melbourne,Essendon,
118,14,13/06/2026 06:15,Optus Stadium,North Melbourne,West Coast Eagles,
119,14,13/06/2026 09:35,Adelaide Oval,Port Adelaide,Sydney Swans,
120,14,14/06/2026 03:10,Ninja Stadium,Richmond,Brisbane Lions,
121,14,14/06/2026 05:15,Marvel Stadium,St Kilda,GWS GIANTS,
122,15,18/06/2026 10:10,Optus Stadium,Fremantle,Geelong Cats,
123,15,19/06/2026 09:40,People First Stadium,Gold Coast SUNS,Hawthorn,
124,15,20/06/2026 03:15,Adelaide Oval,Adelaide Crows,Melbourne,
125,15,20/06/2026 06:15,ENGIE Stadium,GWS GIANTS,Carlton,
126,15,20/06/2026 09:35,MCG,Collingwood,Port Adelaide,
127,15,21/06/2026 03:10,MCG,Richmond,North Melbourne,
128,15,21/06/2026 05:15,Marvel Stadium,St Kilda,Western Bulldogs,
129,16,25/06/2026 09:30,Gabba,Brisbane Lions,Sydney Swans,
132,16,26/06/2026 09:40,MCG,Hawthorn,GWS GIANTS,
130,16,27/06/2026 03:15,Marvel Stadium,Carlton,West Coast Eagles,
131,16,27/06/2026 06:15,MCG,Collingwood,Richmond,
134,16,27/06/2026 09:35,Adelaide Oval,Port Adelaide,Adelaide Crows,
133,16,28/06/2026 05:15,Marvel Stadium,North Melbourne,Essendon,
135,16,28/06/2026 07:10,Optus Stadium,Fremantle,Gold Coast SUNS,
137,17,02/07/2026 09:30,GMHBA Stadium,Geelong Cats,Brisbane Lions,
142,17,03/07/2026 09:40,SCG,Sydney Swans,Western Bulldogs,
144,17,03/07/2026 10:10,Optus Stadium,West Coast Eagles,Adelaide Crows,
140,17,04/07/2026 03:15,UTAS Stadium,Hawthorn,Melbourne,
139,17,04/07/2026 03:35,Corroboree Group Oval Manuka,GWS GIANTS,Fremantle,
138,17,04/07/2026 06:15,People First Stadium,Gold Coast SUNS,Collingwood,
141,17,04/07/2026 09:35,MCG,Richmond,Carlton,
136,17,05/07/2026 05:15,Marvel Stadium,Essendon,St Kilda,
143,17,05/07/2026 06:40,Adelaide Oval,Port Adelaide,North Melbourne,
153,18,09/07/2026 10:10,Optus Stadium,Fremantle,Sydney Swans,
147,18,10/07/2026 09:40,Marvel Stadium,Collingwood,North Melbourne,
150,18,11/07/2026 03:15,Marvel Stadium,St Kilda,Port Adelaide,
148,18,11/07/2026 06:15,ENGIE Stadium,GWS GIANTS,Geelong Cats,
146,18,11/07/2026 09:35,MCG,Carlton,Hawthorn,
152,18,11/07/2026 10:10,Adelaide Oval,Adelaide Crows,Gold Coast SUNS,
151,18,12/07/2026 03:10,Marvel Stadium,Western Bulldogs,West Coast Eagles,
149,18,12/07/2026 05:15,MCG,Melbourne,Richmond,
145,18,12/07/2026 06:40,Gabba,Brisbane Lions,Essendon,
156,19,16/07/2026 09:30,GMHBA Stadium,Geelong Cats,St Kilda,
160,19,17/07/2026 09:40,SCG,Sydney Swans,Adelaide Crows,
161,19,18/07/2026 03:15,Adelaide Oval,Port Adelaide,Fremantle,
158,19,18/07/2026 06:15,Marvel Stadium,North Melbourne,Melbourne,
154,19,18/07/2026 09:35,MCG,Collingwood,Carlton,
162,19,18/07/2026 10:10,Optus Stadium,West Coast Eagles,Brisbane Lions,
159,19,19/07/2026 03:10,MCG,Richmond,Hawthorn,
157,19,19/07/2026 05:15,People First Stadium,Gold Coast SUNS,Western Bulldogs,
155,19,19/07/2026 06:40,Marvel Stadium,Essendon,GWS GIANTS,
170,20,23/07/2026 09:30,Adelaide Oval,Adelaide Crows,Collingwood,
168,20,24/07/2026 09:40,MCG,Melbourne,Geelong Cats,
171,20,24/07/2026 10:10,Optus Stadium,Fremantle,West Coast Eagles,
164,20,25/07/2026 03:05,Marvel Stadium,Carlton,Gold Coast SUNS,
166,20,25/07/2026 06:15,MCG,Hawthorn,Essendon,
165,20,25/07/2026 06:35,ENGIE Stadium,GWS GIANTS,Sydney Swans,
169,20,25/07/2026 09:40,Marvel Stadium,Western Bulldogs,Richmond,
163,20,26/07/2026 03:10,Gabba,Brisbane Lions,Port Adelaide,
167,20,26/07/2026 05:15,Marvel Stadium,North Melbourne,St Kilda,
173,21,30/07/2026 09:30,MCG,Collingwood,Geelong Cats,
180,21,31/07/2026 10:10,Optus Stadium,Fremantle,Western Bulldogs,
178,21,01/08/2026 03:05,Marvel Stadium,St Kilda,Sydney Swans,
176,21,01/08/2026 03:35,UTAS Stadium,Hawthorn,North Melbourne,
179,21,01/08/2026 08:35,Adelaide Oval,Port Adelaide,GWS GIANTS,
172,21,01/08/2026 09:40,Marvel Stadium,Carlton,Brisbane Lions,
177,21,02/08/2026 03:10,MCG,Richmond,West Coast Eagles,
175,21,02/08/2026 05:15,People First Stadium,Gold Coast SUNS,Melbourne,
174,21,02/08/2026 06:40,Marvel Stadium,Essendon,Adelaide Crows,
187,22,06/08/2026 09:30,Marvel Stadium,Western Bulldogs,North Melbourne,
181,22,07/08/2026 09:40,Gabba,Brisbane Lions,Hawthorn,
184,22,08/08/2026 03:15,MCG,Melbourne,Fremantle,
186,22,08/08/2026 06:15,SCG,Sydney Swans,Port Adelaide,
182,22,08/08/2026 06:35,GMHBA Stadium,Geelong Cats,Essendon,
188,22,08/08/2026 09:35,Adelaide Oval,Adelaide Crows,Richmond,
183,22,09/08/2026 03:10,Corroboree Group Oval Manuka,GWS GIANTS,Gold Coast SUNS,
189,22,09/08/2026 06:10,Optus Stadium,West Coast Eagles,Collingwood,
185,22,09/08/2026 09:20,Marvel Stadium,St Kilda,Carlton,
190,23,15/08/2026 02:00,Gabba,Brisbane Lions,Gold Coast SUNS,
191,23,15/08/2026 02:00,MCG,Essendon,Sydney Swans,
192,23,15/08/2026 02:00,ENGIE Stadium,GWS GIANTS,West Coast Eagles,
193,23,15/08/2026 02:00,MCG,Hawthorn,Collingwood,
194,23,15/08/2026 02:00,Marvel Stadium,North Melbourne,Geelong Cats,
195,23,15/08/2026 02:00,MCG,Richmond,St Kilda,
196,23,15/08/2026 02:00,Marvel Stadium,Western Bulldogs,Carlton,
197,23,15/08/2026 02:30,Adelaide Oval,Port Adelaide,Melbourne,
198,23,15/08/2026 04:00,Optus Stadium,Fremantle,Adelaide Crows,
199,24,22/08/2026 02:00,MCG,Collingwood,Brisbane Lions,
200,24,22/08/2026 02:00,Marvel Stadium,Carlton,Fremantle,
201,24,22/08/2026 02:00,Marvel Stadium,Essendon,Port Adelaide,
202,24,22/08/2026 02:00,GMHBA Stadium,Geelong Cats,Richmond,
203,24,22/08/2026 02:00,MCG,Melbourne,Western Bulldogs,
204,24,22/08/2026 02:00,Marvel Stadium,St Kilda,Gold Coast SUNS,
205,24,22/08/2026 02:00,SCG,Sydney Swans,North Melbourne,
206,24,22/08/2026 02:30,Adelaide Oval,Adelaide Crows,GWS GIANTS,
207,24,22/08/2026 04:00,Optus Stadium,West Coast Eagles,Hawthorn,
